setpoint,speed,throttle
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.000193391737988,0.0
1,0.000193391737988,1.2104985443
1,0.804104345238,1.21503883044
1,2.41359286854,1.20491658437
1,3.62213784741,1.22266865885
1,4.83190791615,1.23269796992
1,6.44682860083,1.24329570099
1,8.06389699031,1.24473989241
1,9.27810772821,1.26261486354
1,10.4935179005,1.27180631117
1,12.1159340595,1.27148613058
1,13.3341383505,1.28845056872
1,14.5535371214,1.29820674523
1,16.181256625,1.3068467876
1,17.8110890597,1.30836135749
1,19.0348438782,1.32608872126
1,20.2597603509,1.32737353555
1,21.4858387832,1.34009125883
1,23.1224229566,1.339409838
1,24.351214265,1.35501755305
1,25.5811700563,1.36323526963
1,27.2229229768,1.3715215264
1,28.8667262803,1.37169210161
1,30.100912994,1.38625915427
1,31.3362410526,1.3948953611
1,32.985129509,1.39224780063
1,34.2231232995,1.40807365286
1,35.4622801286,1.41508027202
1,37.1162524246,1.42176189589
1,38.7722564145,1.42130203154
1,40.0155320046,1.43563311481
1,41.2599565731,1.44248541401
1,42.9209307311,1.43991610106
1,44.1679597718,1.45390748091
1,45.4161091084,1.46039868455
1,47.0820305141,1.45677245546
1,48.3327313136,1.47143861696
1,49.5845475143,1.47721429344
1,51.2553103127,1.48283918361
1,52.9280198602,1.48009106614
1,54.1838127564,1.49373808485
1,55.4406808686,1.49989547063
1,57.1181977184,1.49497353519
1,58.3775654832,1.50828003659
1,59.6380113968,1.51353724892
1,61.3202844746,1.51805064095
1,63.004412886,1.51501839898
1,64.2687200915,1.52736982052
1,65.5340635733,1.53211691386
1,67.2227928727,1.52725215489
1,68.490541873,1.53925860718
1,69.759333719,1.54363974956
1,71.4526580438,1.53773789148
1,72.7238273577,1.54987768863
1,73.9960135119,1.55440991249
1,75.6938330489,1.55651565701
1,77.3934431249,1.55245809755
1,78.6693312296,1.56363319005
1,79.9462194255,1.56713415526
1,81.6502856123,1.56028717938
1,82.9294910624,1.57210397811
1,84.2096836924,1.57487544028
1,85.9181355191,1.57713451404
1,87.6283257887,1.57151145821
1,88.9121035624,1.58133703316
1,90.1968500854,1.58432774456
1,91.9113469773,1.57715307488
1,93.198339929,1.58763868493
1,94.4862927604,1.58952175645
1,96.2050583659,1.5813316744
1,97.4952559104,1.59194695294
1,98.7864183972,1.59345829966
1,100.50947289,1.58487121906
1,101.802894734,1.59464235302
1,103.097289348,1.59614642803
1,104.824666766,1.59631303203
1,106.553785359,1.58833327148
1,107.851771623,1.59809301657
1,109.150745243,1.59870762484
1,110.88425205,1.58854589045
1,112.185543752,1.59845266101
1,113.487835183,1.59869181659
1,115.22578669,1.59728791894
1,116.96553464,1.58866372751
1,118.271530524,1.59756265111
1,119.578547355,1.59679252554
1,120.886589629,1.59109808728
1,122.195662723,1.59637398643
1,123.942704348,1.58583750312
1,125.254200766,1.59272616266
1,126.566743969,1.59304686715
1,128.318438926,1.58151376255
1,129.633444004,1.58901462022
1,130.949512341,1.58856910836
1,132.705932594,1.5766267695
1,134.024501395,1.58376954593
1,135.344149691,1.58293889516
1,137.105367792,1.57875398038
1,138.868524751,1.56811279586
1,140.192171196,1.575201666
1,141.51691833,1.57254872959
1,143.284967049,1.56037758018
1,144.612298853,1.56710172852
1,145.94074504,1.56452309909
1,147.713746035,1.5595410131
1,149.488742613,1.54848245463
1,150.821303856,1.5541927602
1,152.154994584,1.55062509043
1,153.935011233,1.53746079956
1,155.271348543,1.54287224564
1,156.6088231,1.54017548929
1,158.393895357,1.53363594965
1,160.180996191,1.52102253424
1,161.52265444,1.52592503781
1,162.86545503,1.52225299888
1,164.657634816,1.50824762056
1,166.003102672,1.51227900902
1,167.349712644,1.50821788421
1,169.146967845,1.49324203327
1,170.496237842,1.49783257159
1,171.846644614,1.49300027793
1,173.648951651,1.4851553576
1,175.453268538,1.47112939816
1,176.807820022,1.47478828127
1,178.163492924,1.47020077043
1,179.972793235,1.4538318018
1,181.331064787,1.45712284415
1,182.690440232,1.45213897121
1,184.504648259,1.44236211597
1,186.320791839,1.42819943919
1,187.684159259,1.43046049962
1,189.048597346,1.42452152191
1,190.86949817,1.40752515442
1,192.236399874,1.41032568172
1,193.604341065,1.40360756526
1,195.429862049,1.38619071067
1,196.800187874,1.38861561265
1,198.171516054,1.38189331543
1,200.001493831,1.37008742322
1,201.833224963,1.35484146867
1,203.208174237,1.35583546906
1,204.584111028,1.34855889308
1,206.420229241,1.33064416176
1,207.798471245,1.33126236349
1,209.177701434,1.32359033671
1,211.018214851,1.3116478265
1,212.860488077,1.29470717577
1,214.243349246,1.29479804956
1,215.627201809,1.28657076647
1,217.47388326,1.26713006351
1,218.860053947,1.26736505279
1,220.247219319,1.25910686351
1,222.09832251,1.24524813124
1,223.951198722,1.22762723915
1,225.342021135,1.22643615604
1,226.733843265,1.2180177855
1,228.591164402,1.19716272925
1,229.985324985,1.19684679441
1,231.380489972,1.18686889437
1,233.242274265,1.16646469443
1,234.639788328,1.16488609381
1,236.038311514,1.15490120567
1,237.904582557,1.14001799943
1,239.772653897,1.12012268194
1,241.174891498,1.11888206496
1,242.578146148,1.10793748023
1,244.450738339,1.08601836358
1,245.856373694,1.08405091836
1,247.263033186,1.07343763263
1,249.140173605,1.05664364193
1,251.019141648,1.03653566653
1,252.429570158,1.03350071318
