setpoint,speed,throttle
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.000224262425074,0.0
1,0.000224262425074,1.21499854619
1,0.804132865287,1.22436768492
1,2.01104738459,1.23314064822
1,3.21918932873,1.24332970229
1,4.83194489373,1.25523319227
1,6.44686284312,1.26220053612
1,7.65946377474,1.27343825676
1,8.87327069123,1.28313260557
1,10.4935550196,1.28945431548
1,11.7101644635,1.30003639134
1,12.9279742528,1.30974979468
1,14.5535790234,1.32050949333
1,16.1812993784,1.32626672519
1,17.4034720491,1.33705362875
1,18.6268225312,1.34582659114
1,20.259781189,1.35093881599
1,21.4858770494,1.36107689575
1,22.7131160756,1.36956253498
1,24.3512583053,1.37930983576
1,25.9914603113,1.38418580574
1,27.2229685206,1.39411602405
1,28.4556305498,1.40203119958
1,30.100973913,1.40656331718
1,31.3363246479,1.41547850334
1,32.5728190909,1.42345559269
1,34.2232553241,1.42724212723
1,35.4624033894,1.43617864557
1,36.7027028314,1.44479630203
1,38.3581963363,1.44765221097
1,39.6011280449,1.45660040651
1,40.8451895074,1.46343582387
1,42.505675127,1.46654930997
1,43.752347883,1.47477384784
1,45.0001111231,1.48158266263
1,46.6655365932,1.48855064454
1,48.3329164773,1.4920529116
1,49.5847279377,1.49959146626
1,50.8376194198,1.50562881141
1,52.509867379,1.50784703287
1,53.7653248942,1.51521285525
1,55.0218611022,1.52113908524
1,56.6989168761,1.52291221493
1,57.9579396291,1.52991902722
1,59.218011448,1.53522920576
1,60.8997695217,1.54095951536
1,62.5833657727,1.54256668355
1,63.8473037666,1.54931089159
1,65.1122945039,1.55403871429
1,66.8005483288,1.55498312774
1,68.0679511303,1.56136118957
1,69.3363741579,1.5657233084
1,71.0291928324,1.56629174452
1,72.3000111554,1.5720713861
1,73.5718459811,1.5763686589
1,75.2692207129,1.58023741258
1,76.9683944035,1.58112715102
1,78.2439452298,1.58598310147
1,79.5205001526,1.58961040726
1,81.2241225921,1.58951838973
1,82.5029960038,1.59433011314
1,83.7828570831,1.5975150308
1,85.4908679037,1.60116749601
1,87.2006190583,1.60157455303
1,88.4840690525,1.60551607346
1,90.1968441486,1.60438472441
1,91.482552315,1.60873491848
1,92.7692224576,1.61127852709
1,94.4862762593,1.60946322269
1,95.7751878793,1.61354215043
1,97.0650623213,1.6153045761
1,98.7863957733,1.61716339298
1,100.509448863,1.61512757602
1,101.802869955,1.61868545719
1,103.097263694,1.62032543557
1,104.824640411,1.61760763971
1,106.121315593,1.62079199751
1,107.418972656,1.62186462296
1,109.150717091,1.61905669416
1,110.450680702,1.62176568841
1,111.751639366,1.62246410787
1,113.487805368,1.62228546661
1,115.225757037,1.61950382696
1,116.530398752,1.62158801864
1,117.836055521,1.62158188125
1,119.578516792,1.61812493511
1,120.886558965,1.61965858181
1,122.195631395,1.6195281761
1,123.94267295,1.61560254965
1,125.25416893,1.61676263075
1,126.566712044,1.61625419361
1,128.318405722,1.61462825176
1,130.071980902,1.61026329362
1,131.38840453,1.61099750828
1,132.70589714,1.61011638716
1,134.464227089,1.60498710132
1,135.784234678,1.60550006103
1,137.105328029,1.60384907498
1,138.868483531,1.60114609898
1,140.633587731,1.59601704419
1,141.95870129,1.59574670662
1,143.284921333,1.59379040808
1,145.054942182,1.58779220602
1,146.383758946,1.58738482448
1,147.713695041,1.58551869303
1,149.488689639,1.57867064762
1,150.821250331,1.57784440682
1,152.154940971,1.57511888997
1,153.934956477,1.5684867942
1,155.271292437,1.56707518608
1,156.608766153,1.56396328378
1,158.393836802,1.55692791153
1,159.733971176,1.55513363863
1,161.075247898,1.55163421924
1,162.865394178,1.54622481154
1,164.657572069,1.5387831125
1,166.003039258,1.53667116595
1,167.349648622,1.5325513848
1,169.146902762,1.52440350585
1,170.496172092,1.52178813699
1,171.846578894,1.51746600714
1,173.648885566,1.51069944733
1,175.453201779,1.50262564434
1,176.807752846,1.49916098466
1,178.163425647,1.4942588194
1,179.972726849,1.48514627324
1,181.330998225,1.48170367503
1,182.690374111,1.47625389431
1,184.504583155,1.46847514247
1,186.320727922,1.4591081092
1,187.684096926,1.45502238607
1,189.048536526,1.44919045044
1,190.869439713,1.43903304262
1,192.23634324,1.43455872259
1,193.604286047,1.42824271817
1,195.429808654,1.41927231633
1,197.257134778,1.40893883052
1,198.62879625,1.40399890626
1,200.001445783,1.39713185071
1,201.833179218,1.38620489009
1,203.208130382,1.38066535585
1,205.042933793,1.3705109148
1,206.87949314,1.36067650395
1,208.717809565,1.34933417436
1,210.097700886,1.34340350286
1,211.478582237,1.33540423798
1,213.321298145,1.323510264
1,214.704491424,1.31701762228
1,216.088676903,1.30882377528
1,217.935802506,1.29627661397
1,219.322306581,1.28949478259
1,220.709805592,1.28084496027
1,222.5613547,1.26896338417
1,224.414677741,1.25617296507
1,225.805835298,1.24883883495
1,227.197993597,1.23963039978
1,229.055762909,1.22618077484
1,230.450260051,1.21849173543
1,231.845761477,1.20880431647
1,233.707995959,1.19567278954
1,235.572022466,1.18196640147
1,236.971220751,1.17371389406
1,238.371430858,1.16343061234
1,240.239955248,1.14913123481
1,241.642533844,1.1403421249
1,243.046130275,1.12976898238
1,244.919178653,1.11496942294
1,246.325157305,1.10578102277
1,247.732159866,1.09480422925
1,249.609760054,1.07995239431
1,251.489189845,1.06482712571
1,252.899965557,1.05487468004
