setpoint,speed,throttle
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,4.47133235864,0.5
1,4.47133235864,0.5
1,5.49062308647,1.0
1,6.70631855224,1.0
1,8.32914269897,1.0
1,9.54768056458,1.0
1,10.7674288223,1.0
1,12.3956265602,1.0
1,14.0231968147,0.997713029385
1,15.2397518444,0.992013394833
1,16.4492940457,0.989838123322
1,18.0566484556,0.98679792881
1,19.2572509853,0.981009781361
1,20.4506773955,0.978838503361
1,22.0364922153,0.975813627243
1,23.6152386107,0.971375644207
1,24.7932352274,0.96590834856
1,25.9642832869,0.963623642921
1,27.5200532475,0.96065312624
1,28.6819758017,0.954991579056
1,29.8367593831,0.952830314636
1,31.3709490154,0.949844777584
1,32.5166503199,0.944237649441
1,33.6552299719,0.942082643509
1,35.1677728363,0.939115524292
1,36.6732748443,0.934851527214
1,37.7963415815,0.929445505142
1,38.9124266303,0.927230834961
1,40.3948442977,0.924321591854
1,41.5018106881,0.918931007385
1,42.6017367305,0.916680574417
1,44.0626103956,0.913861751556
1,45.5164152687,0.909579277039
1,46.6006786079,0.904332756996
1,47.6780878906,0.902211427689
1,49.1090600229,0.899388551712
1,50.1773541649,0.89394390583
1,51.2384696158,0.891803085804
1,52.6477412059,0.889032840729
1,54.0500035043,0.884901344776
1,55.0956628227,0.879764795303
1,56.1344673409,0.877602815628
1,57.5138605038,0.874860882759
1,58.5435536409,0.869640529156
1,59.5662065459,0.867423057556
1,60.9239984031,0.86473429203
1,61.9375632717,0.859576404095
1,62.9442067022,0.857501745224
1,64.2806970699,0.854714393616
1,65.6101066532,0.850741863251
1,66.601279624,0.84580719471
1,67.5857354953,0.843754410744
1,68.8926495897,0.841001629829
1,69.8679983287,0.836019635201
1,70.8365334309,0.83391803503
1,72.1222221003,0.831279158592
1,73.4009113519,0.827319264412
1,74.3540769485,0.822620630264
1,75.3007138922,0.820508360863
1,76.5570813148,0.81784504652
1,77.494602616,0.81301343441
1,78.4254216428,0.810951054096
1,79.6608401279,0.808372318745
1,80.5827161754,0.80357760191
1,81.4979092946,0.801532447338
1,82.7125087834,0.79897993803
1,83.9202052087,0.795167267323
1,84.8202597252,0.790671467781
1,85.7139551916,0.788620173931
1,86.8997953989,0.786049425602
1,87.7845239934,0.781433105469
1,88.6627717161,0.779484331608
1,89.8281491317,0.776917457581
1,90.9867739468,0.773333311081
1,91.8501824644,0.768878757954
1,92.7072535353,0.76690530777
1,93.8443776364,0.764402270317
1,94.6926929861,0.759996473789
1,95.534694722,0.758007347584
1,96.6517055175,0.755532979965
1,97.4849441377,0.751132309437
1,98.5872529553,0.749525785446
1,99.6839025671,0.745930373669
1,100.500857906,0.741665661335
1,101.581379565,0.73984760046
1,102.656080161,0.73636162281
1,103.456711745,0.732186198235
1,104.251313076,0.730295062065
1,105.305325739,0.727913320065
1,106.352881452,0.724525749683
1,107.133309501,0.720489561558
1,107.907855476,0.718595981598
1,108.935142315,0.716253936291
1,109.70134487,0.712193191051
1,110.461625666,0.71031755209
1,111.469939263,0.708004772663
1,112.471957041,0.704721570015
1,113.218346085,0.700776457787
1,113.958974987,0.698960542679
1,114.9412668,0.696730434895
1,115.673840595,0.692743837833
1,116.400620454,0.690987110138
1,117.364430496,0.688680768013
1,118.322057739,0.685522556305
1,119.03532597,0.681719899178
1,119.743033532,0.679992675781
1,120.681544663,0.67776876688
1,121.613802287,0.674498140812
1,122.308040055,0.670895516872
1,122.996903496,0.669091045856
1,123.910233646,0.66694766283
1,124.817661125,0.663889050484
1,125.493436806,0.66024929285
1,126.163852249,0.658576250076
1,127.052789087,0.656433522701
1,127.715600655,0.652821958065
1,128.373042931,0.65110373497
1,129.244647268,0.649008512497
1,130.110494781,0.646051168442
1,130.755264274,0.642589867115
1,131.394860627,0.640902817249
1,132.242751198,0.638846576214
1,132.874946883,0.635411739349
1,133.710452908,0.633788406849
1,134.540818066,0.630858302116
1,135.364518238,0.628087818623
1,135.977916866,0.624765753746
1,136.586343353,0.62316352129
1,137.392805861,0.621126174927
1,137.993993227,0.617807984352
1,138.590188537,0.616191148758
1,139.380404847,0.614232897758
1,139.969498233,0.610952079296
1,140.553647626,0.609355688095
1,141.327858849,0.607425153255
1,142.096736979,0.604711890221
1,142.669121794,0.601532697678
1,143.236732958,0.600019395351
1,143.801252924,0.597701609135
1,144.362049629,0.596051037312
1,145.1050629,0.594172120094
1,145.658903151,0.591052412987
1,146.208011593,0.589517116547
1,146.935670002,0.587668120861
1,147.47804712,0.584601044655
1,148.015762188,0.583086133003
1,148.728286028,0.581264138222
1,149.435761348,0.578710734844
1,149.788094047,0.575740814209
1,150.484942755,0.575410842896
1,151.177787549,0.572154939175
1,151.864110081,0.569960474968
1,152.375240703,0.567098081112
1,152.881967096,0.565613865852
1,153.553339036,0.563907027245
1,154.219863331,0.561424255371
1,154.715866593,0.558608055115
1,155.207577063,0.557223558426
1,155.859061419,0.555498182774
1,156.344531579,0.55266648531
1,156.825686153,0.551298499107
1,157.463147264,0.549599587917
1,157.938149402,0.546818077564
1,158.408904224,0.545468688011
1,159.032553592,0.543795824051
1,159.651570483,0.541480004787
1,160.112175738,0.53881752491
1,160.568681377,0.53747266531
